102,-46,16,83.44740549303484,0
103,-46,27,29.12111337479942,0
104,-46,28,41.23949722475059,0
105,-46,38,65.96253138313,0
106,-46,39,12.600328770540917,0
107,-46,41,13.340921101675605,0
108,-45,33,17.53668550647117,0
112,-44,21,68.7949966194155,0
111,-44,20,33.64096964661698,0
110,-44,16,80.93441754746365,0
109,-44,1,13.131320005055835,0
113,-43,33,81.42677559632098,0
114,-43,37,32.234264806708566,0
122,-41,45,76.38242363400515,0
121,-41,37,51.71689035413077,0
119,-42,30,12.8270894602047,0
118,-42,20,40.15896462878519,0
117,-42,12,14.800987087101518,0
116,-42,7,13.042717820617375,0
115,-42,5,34.83124444535234,0
120,-41,4,39.72642106462042,0
123,-40,9,81.46945364985972,0
124,-40,10,23.991338162806155,0
125,-40,12,40.45402590118608,0
126,-40,42,36.22466124111732,0
127,-38,42,13.61323083197053,0
128,-37,24,83.2472881914062,0
129,-37,37,83.46912795719426,0
130,-37,42,39.04974162712896,0
133,-35,47,40.19121387284115,0
132,-36,23,26.201498751725843,0
134,-34,30,13.18516496579665,0
135,-34,34,75.94163772003338,0
136,-32,36,52.617155303527994,0
131,-36,1,39.44209454911427,0
137,-31,24,26.87186572318444,0
138,-31,25,31.37014394672971,0
139,-31,34,76.54472156247326,0
144,-29,42,45.04788488929556,0
141,-30,41,13.12197589151683,0
143,-29,38,12.599895595709034,0
140,-30,33,36.123871635625775,0
142,-29,30,71.93555728928786,0
145,-28,9,75.75196245501641,0
146,-28,13,28.19451735466222,0
150,-27,17,83.41696765678485,0
153,-26,11,51.55724129411688,0
152,-26,5,39.96972614884486,0
157,-23,8,13.314880838649893,0
155,-24,5,77.96348998214809,0
163,-19,11,12.471414127526499,0
159,-22,29,83.472786683856,0
148,-28,32,53.94102113343451,0
149,-28,41,71.67149041512458,0
147,-28,46,77.99314758737046,0
151,-27,45,72.35318903292251,0
154,-25,31,54.546503902883046,0
156,-24,47,13.786503115103953,0
158,-23,40,32.01813996754592,0
160,-22,38,83.31618001631922,0
161,-21,43,58.295509183419085,0
162,-21,37,81.96011177185368,0
166,-17,39,40.895332103151475,0
165,-18,38,13.603129394820938,0
164,-18,37,40.29761512509898,0
170,-14,42,80.7856344962708,0
169,-15,40,83.05013119620166,0
171,-13,35,15.582888120767073,0
183,-9,47,57.9613618306852,0
182,-9,44,14.691530082628955,0
186,-8,44,21.602216081479796,0
168,-15,22,39.54789830383474,0
191,-7,38,24.46917119380286,0
181,-9,34,13.082153394105061,0
175,-11,31,77.45238733694887,0
180,-10,29,60.64895964843831,0
174,-11,26,51.643715808804245,0
179,-10,22,40.75186396894987,0
172,-12,13,68.88175969296505,0
173,-11,13,82.98570377421323,0
199,-1,42,28.455681846232267,0
203,0,43,71.87076123952275,0
198,-1,38,19.63670459051197,0
190,-7,30,79.49445028462988,0
178,-10,10,76.99508220639419,0
167,-16,3,39.807543456275575,0
189,-7,16,61.69909675078866,0
193,-6,28,31.357505397866664,0
195,-4,30,30.609869906956337,0
194,-4,14,12.45948425410263,0
196,-3,26,13.715016599636296,0
197,-2,30,58.479807976782475,0
177,-10,5,83.34535862030343,0
201,0,26,50.94243528425361,0
202,0,34,31.790846967936265,0
185,-8,5,19.732324983235447,0
