0,-64,8,85.1479498218186,2
1,-64,19,47.66459033120725,1
2,-63,13,79.03532361925579,1
3,-63,20,88.49370297822968,1
4,-63,21,1.733037400085258,3
6,-62,15,22.28058496788604,4
9,-61,-16,98.23921467926927,2
10,-61,10,78.92486613842117,1
12,-60,-15,42.71465137635811,1
19,-58,7,88.10679202379693,4
25,-55,10,60.56701334237397,4
28,-54,-4,2.6847021440635075,3
29,-54,7,70.68099918424114,3
30,-54,9,70.16385963551475,4
36,-52,3,37.598565154956454,2
38,-51,-14,74.64827058134718,2
39,-51,18,35.43320063501948,3
43,-50,-22,97.61768476812172,1
44,-50,-20,3.5041429431253723,4
48,-49,-14,34.76033839946897,4
49,-49,-7,47.77113662150546,1
54,-48,-19,55.073530480795434,3
55,-48,-4,6.570236777556465,4
56,-48,7,45.73488146744301,2
57,-48,9,10.847067116095578,2
61,-47,19,8.39180827949392,1
64,-46,-8,1.4715675315873822,4
65,-46,-7,80.6873708066574,4
66,-46,5,30.159609006733128,2
67,-46,13,56.8306001323979,3
71,-45,-10,70.87912998930076,3
72,-45,-9,88.05048251062263,3
73,-45,8,6.786206957920253,4
74,-45,16,84.20218647232656,4
76,-44,-17,44.000584561219775,4
77,-44,-14,98.58429493958035,3
80,-43,6,99.86527122286283,1
83,-42,-10,30.843305632457255,1
84,-42,-3,4.640916184680487,3
86,-41,-19,95.19226803842996,1
87,-41,-1,56.01747132208616,1
88,-41,15,16.820680330706146,2
90,-40,-8,15.89416105853292,1
91,-40,16,12.002219500911544,3
94,-39,-20,31.26473275757969,4
95,-39,-3,65.151726345107,4
100,-38,-20,51.893300303946305,4
101,-38,16,30.184372142261413,1
104,-37,3,50.45556746626762,4
105,-37,13,64.43883857924394,2
110,-36,-12,13.27449097697761,3
111,-36,3,80.02205973125508,1
115,-35,-1,45.33600339199711,1
116,-35,6,6.135854804937924,1
117,-35,7,32.865090588900486,4
119,-34,-20,72.35892981443243,4
120,-34,13,27.728875395225977,2
123,-33,1,43.049525823125045,2
126,-32,0,14.45486854714628,2
130,-31,-9,51.47846281811502,1
131,-31,5,41.91596736745842,1
134,-30,-21,42.918896773048886,4
135,-30,4,94.54741204921577,3
136,-29,-9,35.53001770508361,4
137,-29,2,9.98697884338355,4
140,-28,-8,34.267952737361504,1
141,-28,9,27.197670647048902,4
144,-27,9,8.022380580656177,3
145,-26,-19,93.023727672317,2
146,-26,-8,71.04516475936593,3
147,-26,9,7.586471717832973,2
148,-25,-8,68.08282644091852,3
149,-24,-6,39.883450759170444,2
150,-24,5,21.342441533658608,2
151,-23,-13,47.95705611486128,2
152,-23,-9,29.114744336160122,4
153,-23,-3,91.26204222394773,1
154,-23,9,32.53335100644284,4
155,-22,6,76.11228061554255,3
156,-21,-13,48.26217844720239,4
157,-21,-5,75.90965199454907,3
158,-21,-2,51.815078643756436,2
