389,-5,84,5.259109,162.212731
160,-5,78,8.598835,146.800973
164,-3,79,4.573108,80.30299
298,3,83,2.355805,66.147802
158,-6,74,8.733333,148.533093
172,1,79,8.733333,156.791957
304,2,80,-6.187388,41.99889
285,32,67,-7.711726,50.413344
286,32,82,8.661353,156.787196
282,31,78,8.733333,149.077555
281,31,77,6.506578,145.409581
280,31,75,8.733333,150.323062
279,31,43,8.733333,153.813182
278,30,72,8.733333,149.552642
273,29,70,-0.530207,67.271681
344,29,68,-4.409206,53.998223
272,29,63,8.733333,153.121709
339,28,68,5.552696,172.822807
269,28,75,0.0,40.618586
335,27,68,8.636926,151.971769
267,27,65,8.376994,159.429193
266,27,54,-7.448703,45.354795
258,26,48,-8.585296,62.462567
259,26,59,0.0,28.954843
260,26,65,-0.0,74.314304
261,26,70,8.686053,168.768032
262,26,82,8.733333,157.808113
332,26,83,0.0,46.765778
254,25,84,0.0,33.33335
315,25,49,0.0,72.993798
316,24,53,6.546169,176.233825
252,24,63,-4.68306,39.683799
329,24,71,8.692281,156.994635
331,23,68,-0.432358,33.593189
248,23,57,6.917301,153.672933
328,22,69,8.552463,163.209852
342,22,72,7.226374,139.71638
243,21,76,8.733333,152.742018
321,21,72,8.733333,156.52122
242,21,57,8.733333,161.172706
327,20,56,4.743922,154.182903
337,20,68,-6.050577,42.023029
336,19,80,0.0,40.663907
236,19,64,8.733333,178.135821
346,18,69,6.376165,143.635533
330,18,70,8.448732,182.878286
333,17,85,8.640265,165.220177
226,16,81,8.726256,163.318809
232,17,80,-0.921991,48.983628
345,17,77,-6.712491,44.904751
231,17,76,-8.370013,54.707378
230,17,72,0.0,65.033906
341,15,82,8.733333,163.035643
217,14,80,-6.953653,58.312159
220,15,73,-0.0,60.43246
219,15,64,3.064418,80.464345
216,14,77,8.598611,154.999652
211,13,78,4.871346,174.125612
324,13,81,0.0,40.679962
343,13,67,-7.169056,26.643613
210,13,63,8.611495,146.951484
338,11,85,-0.0,90.822406
204,11,63,8.724641,150.470253
199,10,62,-8.683397,34.568917
225,16,55,3.722869,39.926769
253,25,46,8.56363,151.294372
257,26,45,8.733333,171.933072
277,30,41,8.567107,149.944289
276,30,40,2.807767,88.530868
265,27,43,8.598712,162.020513
241,21,46,8.695669,149.247647
238,20,47,8.241287,187.292301
233,18,48,0.167901,100.500427
229,17,43,8.628941,176.893993
310,15,42,8.733333,161.743397
218,15,45,8.733333,170.624333
215,14,56,-5.28747,48.174077
214,14,50,8.710611,149.235416
209,13,56,-0.0,162.718669
208,12,49,5.420717,163.530153
318,12,45,8.507431,162.177383
207,12,43,8.602292,175.023829
202,11,49,4.934023,135.004666
203,11,55,-4.556684,44.858399
365,10,60,7.65052,156.962455
198,10,55,6.136208,168.751356
197,10,41,2.918349,80.951422
313,9,61,0.0,46.440018
196,9,82,-6.148554,48.165004
193,8,85,-0.0,84.042535
334,8,81,8.733333,176.483837
359,8,61,8.535107,155.958185
192,8,57,3.791407,84.00738
191,8,43,8.733333,162.874003
183,6,65,8.733333,168.283873
358,1,48,-5.154324,52.135433
166,-1,48,8.684488,167.172537
