296,-12,-1,7.590527,166.127015
12,-52,3,8.733333,163.847072
9,-53,2,8.565463,166.361399
23,-46,14,-0.739872,40.617295
48,-40,14,-6.474246,45.474713
44,-41,11,4.795289,161.562448
58,-38,11,8.733333,163.970461
57,-38,10,8.733333,159.090327
33,-43,4,-8.632896,54.104826
63,-37,9,8.569694,142.576508
4,-55,39,6.478422,165.745207
3,-55,38,8.733333,175.972539
1,-56,37,8.733333,155.741322
2,-55,31,8.733333,156.350375
0,-56,26,8.705368,157.261542
6,-54,33,8.611057,167.906835
13,-52,41,4.666667,75.301906
10,-53,28,-8.572953,49.136104
16,-50,25,8.733333,158.652349
25,-46,27,8.733333,170.559293
24,-46,25,-4.238153,46.016624
50,-40,27,8.733333,159.611763
31,-44,21,-4.54578,21.710455
49,-40,25,8.697298,165.530899
64,-37,26,8.715926,154.138739
34,-43,36,8.637468,167.448997
51,-40,42,0.0,23.065057
54,-39,37,7.30842,141.698507
65,-37,34,0.254636,84.206837
60,-38,31,-5.053384,32.628803
82,-32,34,8.659425,165.980157
79,-33,33,8.733333,174.371415
59,-38,23,4.705873,176.320572
93,-29,41,0.0,47.907901
88,-30,34,8.668125,189.490925
92,-29,31,5.544184,187.303776
71,-35,24,2.130178,145.261535
107,-26,31,-4.588669,54.509935
104,-27,25,8.733333,144.678104
350,-20,32,8.626539,162.226145
392,-13,39,-8.658061,45.700452
348,-12,39,8.733333,165.529987
291,-10,0,5.674677,166.329056
132,-18,-1,8.733333,162.893812
289,-25,-1,-4.666957,55.128019
77,-33,-1,3.552537,167.931781
62,-37,8,8.692145,149.655753
78,-33,17,8.579895,165.683936
103,-27,24,-0.135343,36.343027
149,-9,42,-4.612224,52.05885
399,-10,11,8.655803,165.120156
146,-10,9,8.639052,163.584587
121,-22,-3,2.249988,173.954499
87,-30,-2,-0.0,68.066942
106,-26,-2,8.462195,157.036517
294,-15,-2,8.669811,175.826207
143,-13,5,8.733333,158.506686
292,-13,6,8.733333,177.710196
144,-13,13,4.368567,173.093621
145,-13,16,-4.311497,37.3991
396,-14,5,-0.0,99.443978
287,-18,0,8.389987,166.611249
138,-15,5,0.0,50.197289
139,-15,9,8.673451,165.201436
140,-15,15,6.091957,170.306396
136,-16,12,8.733333,181.256799
135,-17,10,8.502315,166.133852
142,-14,24,-8.649413,38.914426
133,-18,10,7.930878,170.890268
97,-28,6,8.507364,152.10344
387,-19,19,-8.258343,53.641494
137,-16,23,-0.0,63.694571
141,-15,27,8.720278,167.612003
127,-20,10,8.63011,164.330604
123,-21,9,8.733333,159.583369
117,-23,9,-6.30364,59.579678
74,-34,8,-4.445452,55.288531
81,-32,10,-4.415126,26.457009
124,-21,20,8.733333,162.087156
134,-18,27,8.578818,156.913751
131,-19,27,6.802142,161.630359
122,-22,22,8.733333,159.724386
68,-36,4,-8.717742,51.489407
67,-36,1,8.733333,157.472282
38,-42,-4,-1.740804,51.293346
39,-42,-2,8.733333,186.830255
118,-23,23,0.0,32.774066
128,-20,27,5.393437,156.979677
113,-24,18,5.012085,154.192023
75,-34,15,8.733333,174.895535
47,-40,-1,8.525662,145.030811
110,-25,19,8.725291,173.411538
